RowID,Exp,Time[day],Z:FeedStart,Z:FeedEnd,Z:FeedRateGlc,Z:FeedRateGln,Z:phStart,Z:phEnd,Z:phShift,Z:tempStart,Z:tempEnd,Z:tempShift,Z:Stir,Z:DO,Z:ExpDuration,W:temp,W:pH,W:FeedGlc,W:FeedGln,X:VCD,X:Glc,X:Gln,X:Amm,X:Lac,X:Lysed
163,Exp 17,0,3,12,3.595959596,6.171717172,6.626262626,6.025252525,6,37.38383838,36.42424242,9,210.1010101,34.7979798,7,37.38383838,6.626262626,0,0,1.842951096,4.702665098,4.29411647,0.1,0.1,0
164,Exp 17,1,,,,,,,,,,,,,,37.38383838,6.626262626,0,0,3.348087817,4.479039457,2.33227824,0.151401407,1.362638518,0
165,Exp 17,2,,,,,,,,,,,,,,37.38383838,6.626262626,0,0,5.065019019,3.878341624,0.313483335,0.435040659,2.450549851,0.0036613
166,Exp 17,3,,,,,,,,,,,,,,37.38383838,6.626262626,3.595959596,6.171717172,5.680790638,3.844918188,0,0.319631423,2.282921766,0
167,Exp 17,4,,,,,,,,,,,,,,37.38383838,6.626262626,3.595959596,6.171717172,7.642653099,4.121920852,3.039990996,0.63600107,3.740118799,0.009102794
168,Exp 17,5,,,,,,,,,,,,,,37.38383838,6.626262626,3.595959596,6.171717172,10.57427605,7.847822822,5.433586548,1.132986455,4.635722649,0
169,Exp 17,6,,,,,,,,,,,,,,37.38383838,6.025252525,3.595959596,6.171717172,13.44833069,8.853354595,6.997008312,1.556400069,4.647981268,0.014603474
170,Exp 17,7,,,,,,,,,,,,,,37.38383838,6.025252525,3.595959596,6.171717172,14.37282994,10.49335685,10.07553106,2.046633277,4.043785878,0.031174819
171,Exp 18,0,2,10,2.666666667,7.424242424,6.575757576,6.691919192,12,36.57575758,35.27272727,7,218.1818182,43.88888889,7,36.57575758,6.575757576,0,0,0.570236634,5.426296807,5.919918682,0.1,0.1,0
172,Exp 18,1,,,,,,,,,,,,,,36.57575758,6.575757576,0,0,1.291614554,4.632549328,4.878080748,0.455587885,1.202878768,0.007202032
173,Exp 18,2,,,,,,,,,,,,,,36.57575758,6.575757576,2.666666667,7.424242424,2.59457192,4.204897058,3.424691374,0.442609256,2.084540456,0.008814065
174,Exp 18,3,,,,,,,,,,,,,,36.57575758,6.575757576,2.666666667,7.424242424,4.34439311,6.238393018,8.116112145,1.073161057,2.690217392,0
175,Exp 18,4,,,,,,,,,,,,,,36.57575758,6.575757576,2.666666667,7.424242424,6.705830822,7.751864932,12.4834606,1.477928779,4.340645627,0.013589683
176,Exp 18,5,,,,,,,,,,,,,,36.57575758,6.575757576,2.666666667,7.424242424,9.940440105,8.786547112,15.74055845,1.970241426,4.522229251,0.034303816
177,Exp 18,6,,,,,,,,,,,,,,36.57575758,6.575757576,2.666666667,7.424242424,12.30881082,9.40640763,18.64795335,3.043174424,5.292749872,0.011636543
178,Exp 18,7,,,,,,,,,,,,,,35.27272727,6.575757576,2.666666667,7.424242424,14.36450863,8.754200118,20.79422652,3.661738317,5.209054866,0.037924567
179,Exp 19,0,2,10,4.929292929,7.686868687,6.848484848,6.853535354,9,37.44444444,35.43434343,9,246.4646465,58.53535354,7,37.44444444,6.848484848,0,0,0.835542591,5.30486145,5.677098833,0.1,0.1,0
180,Exp 19,1,,,,,,,,,,,,,,37.44444444,6.848484848,0,0,1.851911781,4.466671436,4.551837689,0.344703648,1.083776693,0.010745185
181,Exp 19,2,,,,,,,,,,,,,,37.44444444,6.848484848,4.929292929,7.686868687,3.524319105,4.210832733,2.440338742,0.40993991,2.047925307,0.013598122
182,Exp 19,3,,,,,,,,,,,,,,37.44444444,6.848484848,4.929292929,7.686868687,5.953291771,7.583598389,6.389519059,0.742061248,3.612630524,0
183,Exp 19,4,,,,,,,,,,,,,,37.44444444,6.848484848,4.929292929,7.686868687,9.182632836,11.6269614,10.26438482,1.624773912,4.165862253,0
184,Exp 19,5,,,,,,,,,,,,,,37.44444444,6.848484848,4.929292929,7.686868687,11.95659379,13.68025069,12.78592327,2.1551675,5.479215653,0.009688321
185,Exp 19,6,,,,,,,,,,,,,,37.44444444,6.848484848,4.929292929,7.686868687,15.28875433,16.55670054,15.62766154,2.847794792,6.711304035,0.035393406
186,Exp 19,7,,,,,,,,,,,,,,37.44444444,6.848484848,4.929292929,7.686868687,17.60099946,18.02546907,17.28104029,3.655431487,6.330281499,0.020581701
187,Exp 20,0,3,11,4.242424242,7.666666667,6.878787879,6.358585859,14,37.34343434,36.52525253,6,223.2323232,70.15151515,14,37.34343434,6.878787879,0,0,1.986406088,4.979362787,4.633853655,0.1,0.1,0
188,Exp 20,1,,,,,,,,,,,,,,37.34343434,6.878787879,0,0,4.665169249,3.682780954,1.737172962,0.35307215,2.19327831,0
189,Exp 20,2,,,,,,,,,,,,,,37.34343434,6.878787879,0,0,5.893674887,2.106758816,0,0.379958119,2.85667574,0.00040445
190,Exp 20,3,,,,,,,,,,,,,,37.34343434,6.878787879,4.242424242,7.666666667,5.958064963,2.617729313,0,0.497426584,3.023160331,0.019051038
191,Exp 20,4,,,,,,,,,,,,,,37.34343434,6.878787879,4.242424242,7.666666667,10.78154451,5.189635526,2.482509425,0.800771279,4.177469478,0.008789148
192,Exp 20,5,,,,,,,,,,,,,,37.34343434,6.878787879,4.242424242,7.666666667,16.24666717,5.465023387,2.880113802,1.30553466,4.986162634,0
193,Exp 20,6,,,,,,,,,,,,,,36.52525253,6.878787879,4.242424242,7.666666667,21.96319108,4.937137243,1.179385321,2.093138234,4.540690652,0.004574055
194,Exp 20,7,,,,,,,,,,,,,,36.52525253,6.878787879,4.242424242,7.666666667,28.72576014,5.643538032,0,2.760481743,3.168079126,0.029737616
195,Exp 20,8,,,,,,,,,,,,,,36.52525253,6.878787879,4.242424242,7.666666667,34.13476834,5.080346488,0,3.199800097,3.287283968,0.043044125
196,Exp 20,9,,,,,,,,,,,,,,36.52525253,6.878787879,4.242424242,7.666666667,39.86473999,4.215663936,0.109306847,3.620658325,3.302964413,0.079949937
197,Exp 20,10,,,,,,,,,,,,,,36.52525253,6.878787879,4.242424242,7.666666667,41.12696182,2.116667814,0,4.174761401,2.300344809,0.134940458
198,Exp 20,11,,,,,,,,,,,,,,36.52525253,6.878787879,0,0,46.31109846,0,0.019823287,4.544265901,2.308335944,0.179402538
199,Exp 20,12,,,,,,,,,,,,,,36.52525253,6.878787879,0,0,46.31366693,0.705670249,0.045351121,4.372049118,0.474030776,0.276683765
200,Exp 20,13,,,,,,,,,,,,,,36.52525253,6.878787879,0,0,44.47280297,0,0.165390307,4.16628482,0.215263968,0.337954304
201,Exp 20,14,,,,,,,,,,,,,,36.52525253,6.358585859,0,0,43.85397948,0.538561481,0.132295628,4.261945356,0,0.432186653
202,Exp 21,0,2,11,3.555555556,7.808080808,6.676767677,6.772727273,10,37.50505051,36.86868687,7,234.3434343,44.8989899,10,37.50505051,6.676767677,0,0,0.80525395,1.990188034,4.359270951,0.1,0.1,0
203,Exp 21,1,,,,,,,,,,,,,,37.50505051,6.676767677,0,0,1.478895077,1.735178691,3.560873303,0.203214009,1.024291091,0.003896857
204,Exp 21,2,,,,,,,,,,,,,,37.50505051,6.676767677,3.555555556,7.808080808,2.512340557,2.288585471,2.226417459,0.431337706,2.080806326,0
205,Exp 21,3,,,,,,,,,,,,,,37.50505051,6.676767677,3.555555556,7.808080808,4.075397269,4.065439124,8.078556347,0.664202804,2.266314738,0
206,Exp 21,4,,,,,,,,,,,,,,37.50505051,6.676767677,3.555555556,7.808080808,5.743846302,6.503065048,12.88846662,1.313735921,3.251858787,0
207,Exp 21,5,,,,,,,,,,,,,,37.50505051,6.676767677,3.555555556,7.808080808,7.65356821,8.254732589,18.07527632,1.745532191,4.410388669,0
208,Exp 21,6,,,,,,,,,,,,,,37.50505051,6.676767677,3.555555556,7.808080808,9.021756828,11.25531878,22.35358681,2.6740701,4.966759571,0
209,Exp 21,7,,,,,,,,,,,,,,36.86868687,6.676767677,3.555555556,7.808080808,10.00580928,12.51692293,26.75522725,3.466894006,5.344066827,0.030886307
210,Exp 21,8,,,,,,,,,,,,,,36.86868687,6.676767677,3.555555556,7.808080808,10.59573081,14.10691794,29.12226964,4.688714901,5.312531621,0.056799226
211,Exp 21,9,,,,,,,,,,,,,,36.86868687,6.676767677,3.555555556,7.808080808,10.16645348,17.44023206,34.41636914,5.516348896,6.317734257,0.111742684
212,Exp 21,10,,,,,,,,,,,,,,36.86868687,6.772727273,3.555555556,7.808080808,7.546341648,18.276552,38.59326395,6.959228579,5.634677791,0.221393484
213,Exp 22,0,3,9,4.04040404,7.96969697,6.777777778,6.429292929,8,37.76767677,35.39393939,9,202.020202,31.76767677,10,37.76767677,6.777777778,0,0,0.872666211,1.653821627,5.585087188,0.1,0.1,0
214,Exp 22,1,,,,,,,,,,,,,,37.76767677,6.777777778,0,0,1.493467918,2.042823329,4.727350479,0.29127866,0.53663214,0
215,Exp 22,2,,,,,,,,,,,,,,37.76767677,6.777777778,0,0,2.347755859,1.228451598,3.569002277,0.397705771,1.896597211,0.004482498
216,Exp 22,3,,,,,,,,,,,,,,37.76767677,6.777777778,4.04040404,7.96969697,3.345191846,0.510914974,2.194711453,0.618549974,2.123370374,0.021290489
217,Exp 22,4,,,,,,,,,,,,,,37.76767677,6.777777778,4.04040404,7.96969697,4.782205183,2.949255848,8.203070759,1.012372214,2.945841156,0
218,Exp 22,5,,,,,,,,,,,,,,37.76767677,6.777777778,4.04040404,7.96969697,6.452979452,6.896083244,13.4018868,1.355384605,3.960106945,0.010630431
219,Exp 22,6,,,,,,,,,,,,,,37.76767677,6.777777778,4.04040404,7.96969697,8.053605607,9.660765682,18.52536898,2.178347602,4.417535968,0.003808911
220,Exp 22,7,,,,,,,,,,,,,,37.76767677,6.777777778,4.04040404,7.96969697,9.438112074,11.75009639,21.92290361,2.99914697,5.172191118,0
221,Exp 22,8,,,,,,,,,,,,,,37.76767677,6.429292929,4.04040404,7.96969697,9.463165126,14.19524823,27.79240378,3.732527967,5.42932961,0.040206881
222,Exp 22,9,,,,,,,,,,,,,,35.39393939,6.429292929,0,0,8.158925398,17.59665393,33.13306738,4.965290296,5.103404857,0.088440385
223,Exp 22,10,,,,,,,,,,,,,,35.39393939,6.429292929,0,0,7.593418505,16.08318682,30.37213834,5.853172998,5.625238884,0.088057805
224,Exp 23,0,2,11,2.181818182,6.717171717,7.131313131,6.267676768,8,36.81818182,36.36363636,8,216.1616162,63.58585859,9,36.81818182,7.131313131,0,0,0.676217664,3.002865454,6.107519305,0.1,0.1,0
225,Exp 23,1,,,,,,,,,,,,,,36.81818182,7.131313131,0,0,2.207772027,3.09160396,4.101295985,0.196581898,0.782570423,0.008627723
226,Exp 23,2,,,,,,,,,,,,,,36.81818182,7.131313131,2.181818182,6.717171717,5.553701742,1.432346072,0.425231545,0.612128687,3.369947529,0
227,Exp 23,3,,,,,,,,,,,,,,36.81818182,7.131313131,2.181818182,6.717171717,11.41272578,1.221771235,0.593566581,1.045433279,4.135690064,0
228,Exp 23,4,,,,,,,,,,,,,,36.81818182,7.131313131,2.181818182,6.717171717,17.56444398,0.325978498,0,1.528165663,2.937410635,0
229,Exp 23,5,,,,,,,,,,,,,,36.81818182,7.131313131,2.181818182,6.717171717,21.70661466,0.287066974,0,1.974910724,1.439727702,0.00447278
230,Exp 23,6,,,,,,,,,,,,,,36.81818182,7.131313131,2.181818182,6.717171717,25.90011852,0.007101506,0.062136217,2.442039803,0.903681488,0.010324787
231,Exp 23,7,,,,,,,,,,,,,,36.81818182,7.131313131,2.181818182,6.717171717,30.06353865,0,0,2.639790887,0.988921591,0.029702718
232,Exp 23,8,,,,,,,,,,,,,,36.36363636,6.267676768,2.181818182,6.717171717,35.29842301,0,0.226528304,3.288218118,0.379135303,0.045283547
233,Exp 23,9,,,,,,,,,,,,,,36.36363636,6.267676768,2.181818182,6.717171717,36.98063294,0.462525046,0.565793626,3.358499535,0.659660465,0.072975798
234,Exp 24,0,2,11,3.636363636,6.070707071,7.101010101,6.590909091,6,36.41414141,36.92929293,9,165.6565657,66.11111111,9,36.41414141,7.101010101,0,0,0.3508627,3.377469899,5.77401645,0.1,0.1,0
235,Exp 24,1,,,,,,,,,,,,,,36.41414141,7.101010101,0,0,1.169901436,2.392758999,4.749290044,0.151297361,0.213813146,0
236,Exp 24,2,,,,,,,,,,,,,,36.41414141,7.101010101,3.636363636,6.070707071,3.155942191,1.842674671,2.321893252,0.427532331,1.71586569,0.009531189
237,Exp 24,3,,,,,,,,,,,,,,36.41414141,7.101010101,3.636363636,6.070707071,6.975317475,4.467003952,4.074080037,0.8042765,3.903552343,0
238,Exp 24,4,,,,,,,,,,,,,,36.41414141,7.101010101,3.636363636,6.070707071,12.51742099,5.438876585,3.485393217,1.404762702,4.707644976,2.96052E-05
239,Exp 24,5,,,,,,,,,,,,,,36.41414141,7.101010101,3.636363636,6.070707071,19.63691604,4.798021819,0,2.274304469,5.178821324,0
240,Exp 24,6,,,,,,,,,,,,,,36.41414141,6.590909091,3.636363636,6.070707071,24.175121,4.805877559,0,2.366696264,3.753920576,0.015601598
241,Exp 24,7,,,,,,,,,,,,,,36.41414141,6.590909091,3.636363636,6.070707071,26.95529317,5.344976238,0.096624324,2.839194913,3.304182136,0.015034351
242,Exp 24,8,,,,,,,,,,,,,,36.41414141,6.590909091,3.636363636,6.070707071,30.43593023,4.707797553,0,3.130253698,3.168879024,0.031402773
243,Exp 24,9,,,,,,,,,,,,,,36.92929293,6.590909091,3.636363636,6.070707071,32.75893956,2.962152733,0.104855165,3.546670826,3.151979075,0.073882924
244,Exp 25,0,1,9,4.686868687,6.656565657,7.313131313,6.702020202,12,36.21212121,36.90909091,6,196.969697,32.77777778,8,36.21212121,7.313131313,0,0,1.063538235,2.998542516,4.212292357,0.1,0.1,0
245,Exp 25,1,,,,,,,,,,,,,,36.21212121,7.313131313,4.686868687,6.656565657,2.87184315,3.258368605,2.075075649,0.213973555,1.708658696,0
246,Exp 25,2,,,,,,,,,,,,,,36.21212121,7.313131313,4.686868687,6.656565657,6.690854641,5.606278448,4.236091944,0.735835048,3.27918659,0.0047718
247,Exp 25,3,,,,,,,,,,,,,,36.21212121,7.313131313,4.686868687,6.656565657,12.14192837,7.197746648,4.715272546,1.263683848,4.688790587,0.019406883
248,Exp 25,4,,,,,,,,,,,,,,36.21212121,7.313131313,4.686868687,6.656565657,18.53971084,8.924764434,2.738407184,1.996583642,5.332494887,0.005687345
249,Exp 25,5,,,,,,,,,,,,,,36.21212121,7.313131313,4.686868687,6.656565657,26.40269455,10.09655611,0.051384584,2.640474632,5.478961732,0.011473188
250,Exp 25,6,,,,,,,,,,,,,,36.90909091,7.313131313,4.686868687,6.656565657,28.41227503,10.14150786,0,2.943397978,4.78629357,0.028858489
251,Exp 25,7,,,,,,,,,,,,,,36.90909091,7.313131313,4.686868687,6.656565657,32.74322792,9.3953766,0.033830981,3.165444625,4.864988758,0.040272782
252,Exp 25,8,,,,,,,,,,,,,,36.90909091,7.313131313,4.686868687,6.656565657,36.11394981,9.649749749,0.100161262,3.769666985,4.140020066,0.080629828
253,Exp 26,0,1,12,4.606060606,7.888888889,6.545454545,6.752525253,7,36.93939394,35.6969697,8,238.3838384,56.01010101,8,36.93939394,6.545454545,0,0,0.553101425,5.498004033,4.116411297,0.1,0.1,0
254,Exp 26,1,,,,,,,,,,,,,,36.93939394,6.545454545,4.606060606,7.888888889,1.11731945,4.609432614,3.535543553,0.321976832,0.772714633,0.011635366
255,Exp 26,2,,,,,,,,,,,,,,36.93939394,6.545454545,4.606060606,7.888888889,2.081229587,9.983939714,9.942682091,0.436221157,1.488165996,0.011604449
256,Exp 26,3,,,,,,,,,,,,,,36.93939394,6.545454545,4.606060606,7.888888889,3.402154611,13.22839702,15.80048251,1.099381049,2.693224511,0
257,Exp 26,4,,,,,,,,,,,,,,36.93939394,6.545454545,4.606060606,7.888888889,4.816267316,17.93721161,21.01777865,1.721632987,3.49765795,0.009496316
258,Exp 26,5,,,,,,,,,,,,,,36.93939394,6.545454545,4.606060606,7.888888889,6.031043688,20.54089634,26.02838186,2.647340376,4.467194428,0
259,Exp 26,6,,,,,,,,,,,,,,36.93939394,6.545454545,4.606060606,7.888888889,6.331994957,24.10787459,29.55748525,3.656682311,5.498122757,0.024958432
260,Exp 26,7,,,,,,,,,,,,,,36.93939394,6.752525253,4.606060606,7.888888889,5.86785434,27.42365366,34.21489879,4.833762034,5.983487069,0.062705026
261,Exp 26,8,,,,,,,,,,,,,,35.6969697,6.752525253,4.606060606,7.888888889,4.339159363,30.42218795,39.32534691,5.882063443,6.439560392,0.071289553
262,Exp 27,0,2,11,3.070707071,6.414141414,7.494949495,6.005050505,14,36.17171717,35.17171717,12,170.7070707,55,7,36.17171717,7.494949495,0,0,1.802872898,4.576142581,5.87457896,0.1,0.1,0
263,Exp 27,1,,,,,,,,,,,,,,36.17171717,7.494949495,0,0,3.944159635,3.996743507,3.478935612,0.384277587,1.54333883,0
264,Exp 27,2,,,,,,,,,,,,,,36.17171717,7.494949495,3.070707071,6.414141414,6.613791488,2.63462016,0.080622361,0.579800069,3.198512415,0.0203785
265,Exp 27,3,,,,,,,,,,,,,,36.17171717,7.494949495,3.070707071,6.414141414,11.23493181,2.525589662,1.351313119,1.096127142,4.385569577,0.006117599
266,Exp 27,4,,,,,,,,,,,,,,36.17171717,7.494949495,3.070707071,6.414141414,15.91123486,3.998118676,0.893195839,1.493074937,4.825812369,0
267,Exp 27,5,,,,,,,,,,,,,,36.17171717,7.494949495,3.070707071,6.414141414,22.37879798,2.268197818,0,2.123194872,3.115966311,0.009541348
268,Exp 27,6,,,,,,,,,,,,,,36.17171717,7.494949495,3.070707071,6.414141414,26.2448361,3.284250935,0,2.449734971,3.346555438,0.001595512
269,Exp 27,7,,,,,,,,,,,,,,36.17171717,7.494949495,3.070707071,6.414141414,30.24835454,1.002695614,0,2.814979996,2.666570677,0
270,Exp 28,0,3,13,5.050505051,7.161616162,7.474747475,6.186868687,6,36.15151515,36.1010101,8,236.3636364,48.93939394,9,36.15151515,7.474747475,0,0,1.534586777,5.055042047,4.398842978,0.1,0.1,0
271,Exp 28,1,,,,,,,,,,,,,,36.15151515,7.474747475,0,0,3.696000175,3.742720421,1.710443725,0.33076776,1.44127917,0.009038643
272,Exp 28,2,,,,,,,,,,,,,,36.15151515,7.474747475,0,0,5.330982213,2.868962819,0,0.550963696,2.237462494,0.005808262
273,Exp 28,3,,,,,,,,,,,,,,36.15151515,7.474747475,5.050505051,7.161616162,5.414031757,3.525444881,0,0.404501616,2.801975538,0
274,Exp 28,4,,,,,,,,,,,,,,36.15151515,7.474747475,5.050505051,7.161616162,9.483013755,6.317998447,2.34839209,0.887181764,4.204077055,0
275,Exp 28,5,,,,,,,,,,,,,,36.15151515,7.474747475,5.050505051,7.161616162,15.03740838,9.005788705,2.583204304,1.500089892,4.996061139,0.019169263
276,Exp 28,6,,,,,,,,,,,,,,36.15151515,6.186868687,5.050505051,7.161616162,20.86713149,8.631385209,0.704964758,2.06475815,6.252879371,0
277,Exp 28,7,,,,,,,,,,,,,,36.15151515,6.186868687,5.050505051,7.161616162,23.69769484,12.12069111,2.63375461,2.261212087,4.722915251,0.015033065
278,Exp 28,8,,,,,,,,,,,,,,36.1010101,6.186868687,5.050505051,7.161616162,25.89607393,12.54770195,4.303609985,2.743355549,5.546413514,0.053198345
279,Exp 28,9,,,,,,,,,,,,,,36.1010101,6.186868687,5.050505051,7.161616162,29.3864794,14.95273716,5.398919985,3.131569617,5.74410968,0.052983238
280,Exp 29,0,3,9,3.393939394,6.777777778,7.363636364,6.621212121,14,37.94949495,35.41414141,14,240.4040404,35.3030303,7,37.94949495,7.363636364,0,0,1.100169617,1.908468847,5.077100737,0.1,0.1,0
281,Exp 29,1,,,,,,,,,,,,,,37.94949495,7.363636364,0,0,1.887024039,2.613290038,4.352409097,0.218121332,0.407448055,0.007474188
282,Exp 29,2,,,,,,,,,,,,,,37.94949495,7.363636364,0,0,2.681912006,0.808599634,2.924603328,0.628001142,1.081635484,0
283,Exp 29,3,,,,,,,,,,,,,,37.94949495,7.363636364,3.393939394,6.777777778,3.835605035,1.362341403,1.329786092,0.598186202,2.446474416,0
284,Exp 29,4,,,,,,,,,,,,,,37.94949495,7.363636364,3.393939394,6.777777778,5.419434903,2.865423721,6.202433109,0.743639416,3.282133795,0
285,Exp 29,5,,,,,,,,,,,,,,37.94949495,7.363636364,3.393939394,6.777777778,7.030361329,4.733947659,10.18884883,1.424957843,3.536342993,0.003172505
286,Exp 29,6,,,,,,,,,,,,,,37.94949495,7.363636364,3.393939394,6.777777778,8.59141256,6.251039018,14.73532623,1.66661128,4.220500886,0.000971046
287,Exp 29,7,,,,,,,,,,,,,,37.94949495,7.363636364,3.393939394,6.777777778,10.29598611,8.945240435,17.22626656,2.543742745,4.440898221,0
288,Exp 30,0,2,12,4.96969697,7.02020202,6.939393939,6.368686869,7,36.53535354,35.55555556,14,166.6666667,71.66666667,14,36.53535354,6.939393939,0,0,1.893254511,2.997603,5.741840033,0.1,0.1,0
289,Exp 30,1,,,,,,,,,,,,,,36.53535354,6.939393939,0,0,5.079217343,1.515142788,2.133980332,0.616511839,2.374634041,0.005048726
290,Exp 30,2,,,,,,,,,,,,,,36.53535354,6.939393939,4.96969697,7.02020202,6.728228607,0.905308302,0,0.507426437,2.688786248,0
291,Exp 30,3,,,,,,,,,,,,,,36.53535354,6.939393939,4.96969697,7.02020202,13.12787341,2.830924295,0,1.061983376,4.326694091,0.018412213
292,Exp 30,4,,,,,,,,,,,,,,36.53535354,6.939393939,4.96969697,7.02020202,18.16496201,4.655293854,0,1.543319697,4.111860921,0.009027792
293,Exp 30,5,,,,,,,,,,,,,,36.53535354,6.939393939,4.96969697,7.02020202,23.32451373,5.958179016,0.084077651,1.915838447,3.913197878,0.002229747
294,Exp 30,6,,,,,,,,,,,,,,36.53535354,6.939393939,4.96969697,7.02020202,27.90236121,6.221649439,0.101591731,2.396092246,3.330915155,0.025363058
295,Exp 30,7,,,,,,,,,,,,,,36.53535354,6.368686869,4.96969697,7.02020202,32.59383444,6.942162168,0.105476202,2.759816648,3.579060122,0.025882436
296,Exp 30,8,,,,,,,,,,,,,,36.53535354,6.368686869,4.96969697,7.02020202,36.29100866,6.751838261,0,3.137486345,3.715412722,0.059469037
297,Exp 30,9,,,,,,,,,,,,,,36.53535354,6.368686869,4.96969697,7.02020202,37.98628916,6.243747706,0.042887775,3.388225533,4.214294406,0.087568026
298,Exp 30,10,,,,,,,,,,,,,,36.53535354,6.368686869,4.96969697,7.02020202,40.68804438,6.007342757,0,3.879420476,3.552072735,0.153966321
299,Exp 30,11,,,,,,,,,,,,,,36.53535354,6.368686869,4.96969697,7.02020202,42.31558798,5.895467591,0.042859239,4.438673334,3.344388269,0.232386904
300,Exp 30,12,,,,,,,,,,,,,,36.53535354,6.368686869,0,0,44.6659175,5.925557362,0,4.640138829,3.571220982,0.331766799
301,Exp 30,13,,,,,,,,,,,,,,36.53535354,6.368686869,0,0,43.00015326,0.931283652,0,4.619001149,2.996762988,0.431202306
302,Exp 30,14,,,,,,,,,,,,,,35.55555556,6.368686869,0,0,39.92458361,0,0,4.56495785,0.165239763,0.511950587
303,Exp 31,0,2,9,3.313131313,7.606060606,7.323232323,6.318181818,14,36.65656566,36.02020202,10,248.4848485,54.49494949,10,36.65656566,7.323232323,0,0,0.679747374,5.389546381,5.162692649,0.1,0.1,0
304,Exp 31,1,,,,,,,,,,,,,,36.65656566,7.323232323,0,0,2.096950364,5.324811977,3.501714509,0.241694944,0.468643927,0
305,Exp 31,2,,,,,,,,,,,,,,36.65656566,7.323232323,3.313131313,7.606060606,4.784724183,4.207147286,0.510746773,0.58597782,2.84524525,0.012909149
306,Exp 31,3,,,,,,,,,,,,,,36.65656566,7.323232323,3.313131313,7.606060606,9.076963339,5.023093471,3.101052974,0.8524235,4.781865956,0.003428179
307,Exp 31,4,,,,,,,,,,,,,,36.65656566,7.323232323,3.313131313,7.606060606,14.74616011,4.995529421,3.313758221,1.443267414,5.199297915,0.012079654
308,Exp 31,5,,,,,,,,,,,,,,36.65656566,7.323232323,3.313131313,7.606060606,22.88623332,3.823371316,0.437634372,2.537617005,4.742015788,0.004647479
309,Exp 31,6,,,,,,,,,,,,,,36.65656566,7.323232323,3.313131313,7.606060606,28.52059311,4.122154869,0,2.81899729,2.558908167,0.032636287
310,Exp 31,7,,,,,,,,,,,,,,36.65656566,7.323232323,3.313131313,7.606060606,31.87182914,1.97864488,0,3.305427802,2.476836876,0.038795832
311,Exp 31,8,,,,,,,,,,,,,,36.65656566,7.323232323,3.313131313,7.606060606,38.33402669,0.388153346,0.000132215,3.948487722,2.717155127,0.075996702
312,Exp 31,9,,,,,,,,,,,,,,36.65656566,7.323232323,0,0,41.17501674,0,0,4.016826219,0.568643921,0.085259627
313,Exp 31,10,,,,,,,,,,,,,,36.02020202,7.323232323,0,0,42.58967046,0.335877521,0,3.995263736,0,0.145345629
314,Exp 32,0,3,11,4.525252525,6.878787879,6.757575758,6.661616162,12,37.96969697,36.46464646,12,150.5050505,30.25252525,10,37.96969697,6.757575758,0,0,1.609166727,3.403639139,5.273655044,0.1,0.1,0
315,Exp 32,1,,,,,,,,,,,,,,37.96969697,6.757575758,0,0,2.34157552,3.189060072,4.413034381,0.158106847,0.952709632,0.002202617
316,Exp 32,2,,,,,,,,,,,,,,37.96969697,6.757575758,0,0,3.108064175,2.117406321,3.237064337,0.46176789,2.235281295,0
317,Exp 32,3,,,,,,,,,,,,,,37.96969697,6.757575758,4.525252525,6.878787879,4.031563821,1.534967569,1.871493017,0.552259889,2.138999702,0.000386049
318,Exp 32,4,,,,,,,,,,,,,,37.96969697,6.757575758,4.525252525,6.878787879,5.139190833,6.095144238,7.23324594,0.799564237,3.527206584,0.000547003
319,Exp 32,5,,,,,,,,,,,,,,37.96969697,6.757575758,4.525252525,6.878787879,6.377194542,8.97864864,11.88572202,1.449826508,3.879397929,0
320,Exp 32,6,,,,,,,,,,,,,,37.96969697,6.757575758,4.525252525,6.878787879,6.768996651,12.12008421,16.52752948,1.787121361,4.258612595,0
321,Exp 32,7,,,,,,,,,,,,,,37.96969697,6.757575758,4.525252525,6.878787879,7.910568594,16.48263833,20.71557911,2.478263331,5.249935631,0
322,Exp 32,8,,,,,,,,,,,,,,37.96969697,6.757575758,4.525252525,6.878787879,7.507854887,20.07202851,25.72251424,3.14336672,4.979208586,0.022466648
323,Exp 32,9,,,,,,,,,,,,,,37.96969697,6.757575758,4.525252525,6.878787879,7.008581317,23.76069489,30.69642188,4.186886618,5.972309109,0.018555223
324,Exp 32,10,,,,,,,,,,,,,,37.96969697,6.757575758,4.525252525,6.878787879,5.51861297,26.23420391,35.85465396,5.00293146,5.976604566,0.05361992
325,Exp 33,0,1,12,4.808080808,7.141414141,6.919191919,6.328282828,11,37.22222222,36.72727273,10,212.1212121,32.27272727,10,37.22222222,6.919191919,0,0,1.465710692,1.371640585,5.20280924,0.1,0.1,0
326,Exp 33,1,,,,,,,,,,,,,,37.22222222,6.919191919,4.808080808,7.141414141,3.190425481,0,2.866137865,0.242847887,1.114853366,0
327,Exp 33,2,,,,,,,,,,,,,,37.22222222,6.919191919,4.808080808,7.141414141,6.102548105,3.692484501,6.412466126,0.539259667,2.942389149,0.001422608
328,Exp 33,3,,,,,,,,,,,,,,37.22222222,6.919191919,4.808080808,7.141414141,9.971910945,7.722537261,8.864249502,1.246143817,4.523046817,0.002282972
329,Exp 33,4,,,,,,,,,,,,,,37.22222222,6.919191919,4.808080808,7.141414141,14.2476326,8.525370871,10.24284237,1.972058955,5.010686911,0.013556442
